position,rank,expected_ppg,dataset,season_count,player_count,environment_key
QB,56,2.2608266603882026,fitted,,,1qb_half_ppr
QB,57,2.16582584162728,fitted,,,1qb_half_ppr
QB,58,2.0748169943533243,fitted,,,1qb_half_ppr
QB,59,1.987632374366227,fitted,,,1qb_half_ppr
QB,60,1.904111286142645,fitted,,,1qb_half_ppr
QB,61,1.8240997866478514,fitted,,,1qb_half_ppr
QB,62,1.7474504015935297,fitted,,,1qb_half_ppr
QB,63,1.6740218536185238,fitted,,,1qb_half_ppr
QB,64,1.6036788018915369,fitted,,,1qb_half_ppr
QB,65,1.5362915926558351,fitted,,,1qb_half_ppr
QB,66,1.4717360202561507,fitted,,,1qb_half_ppr
QB,67,1.4098930982073328,fitted,,,1qb_half_ppr
QB,68,1.350648839882782,fitted,,,1qb_half_ppr
QB,69,1.293894048418441,fitted,,,1qb_half_ppr
QB,70,1.2395241154451049,fitted,,,1qb_half_ppr
QB,71,1.187438828278076,fitted,,,1qb_half_ppr
QB,72,1.1375421852087844,fitted,,,1qb_half_ppr
QB,73,1.0897422185579275,fitted,,,1qb_half_ppr
QB,74,1.043950825163986,fitted,,,1qb_half_ppr
QB,75,1.0000836039946766,fitted,,,1qb_half_ppr
QB,76,0.9580597005820394,fitted,,,1qb_half_ppr
QB,77,0.9178016579944176,fitted,,,1qb_half_ppr
QB,78,0.8792352740706582,fitted,,,1qb_half_ppr
QB,79,0.8422894646533828,fitted,,,1qb_half_ppr
QB,80,0.8068961325692546,fitted,,,1qb_half_ppr
RB,1,17.88182115607786,fitted,,,1qb_half_ppr
RB,2,17.356636399176296,fitted,,,1qb_half_ppr
RB,3,16.846876191400593,fitted,,,1qb_half_ppr
RB,4,16.3520875174783,fitted,,,1qb_half_ppr
RB,5,15.871830667085797,fitted,,,1qb_half_ppr
RB,6,15.40567884408521,fitted,,,1qb_half_ppr
RB,7,14.953217787237852,fitted,,,1qb_half_ppr
RB,8,14.514045402057308,fitted,,,1qb_half_ppr
RB,9,14.08777140347485,fitted,,,1qb_half_ppr
RB,10,13.674016968999704,fitted,,,1qb_half_ppr
RB,11,13.272414402065907,fitted,,,1qb_half_ppr
RB,12,12.882606805266596,fitted,,,1qb_half_ppr
RB,13,12.504247763185319,fitted,,,1qb_half_ppr
RB,14,12.137001034542509,fitted,,,1qb_half_ppr
RB,15,11.780540253383556,fitted,,,1qb_half_ppr
RB,16,11.434548639042896,fitted,,,1qb_half_ppr
RB,17,11.098718714626408,fitted,,,1qb_half_ppr
RB,18,10.772752033761876,fitted,,,1qb_half_ppr
RB,19,10.456358915374768,fitted,,,1qb_half_ppr
RB,20,10.149258186253556,fitted,,,1qb_half_ppr
RB,21,9.851176931175852,fitted,,,1qb_half_ppr
RB,22,9.561850250373244,fitted,,,1qb_half_ppr
RB,23,9.281021024119376,fitted,,,1qb_half_ppr
RB,24,9.008439684231982,fitted,,,1qb_half_ppr
RB,25,8.74386399228588,fitted,,,1qb_half_ppr
RB,26,8.487058824339764,fitted,,,1qb_half_ppr
RB,27,8.237795961985547,fitted,,,1qb_half_ppr
RB,28,7.9958538895345255,fitted,,,1qb_half_ppr
RB,29,7.761017597160115,fitted,,,1qb_half_ppr
RB,30,7.533078389822282,fitted,,,1qb_half_ppr
RB,31,7.3118337018037725,fitted,,,1qb_half_ppr
RB,32,7.097086916693396,fitted,,,1qb_half_ppr
RB,33,6.888647192656338,fitted,,,1qb_half_ppr
RB,34,6.686329292836264,fitted,,,1qb_half_ppr
RB,35,6.489953420738446,fitted,,,1qb_half_ppr
RB,36,6.299345060447665,fitted,,,1qb_half_ppr
RB,37,6.114334821538874,fitted,,,1qb_half_ppr
RB,38,5.934758288542781,fitted,,,1qb_half_ppr
RB,39,5.760455874832615,fitted,,,1qb_half_ppr
RB,40,5.591272680802187,fitted,,,1qb_half_ppr
RB,41,5.427058356209226,fitted,,,1qb_half_ppr
RB,42,5.267666966561669,fitted,,,1qb_half_ppr
RB,43,5.112956863428143,fitted,,,1qb_half_ppr
RB,44,4.962790558557401,fitted,,,1qb_half_ppr
RB,45,4.817034601694838,fitted,,,1qb_half_ppr
RB,46,4.675559461987514,fitted,,,1qb_half_ppr
RB,47,4.538239412872263,fitted,,,1qb_half_ppr
RB,48,4.404952420344643,fitted,,,1qb_half_ppr
RB,49,4.2755800345093595,fitted,,,1qb_half_ppr
RB,50,4.150007284315861,fitted,,,1qb_half_ppr
RB,51,4.028122575385511,fitted,,,1qb_half_ppr
RB,52,3.9098175908395447,fitted,,,1qb_half_ppr
RB,53,3.7949871950396963,fitted,,,1qb_half_ppr
RB,54,3.683529340155937,fitted,,,1qb_half_ppr
RB,55,3.5753449754782913,fitted,,,1qb_half_ppr
RB,56,3.4703379593921486,fitted,,,1qb_half_ppr
RB,57,3.368414973938838,fitted,,,1qb_half_ppr
RB,58,3.269485441885535,fitted,,,1qb_half_ppr
RB,59,3.173461446230806,fitted,,,1qb_half_ppr
RB,60,3.0802576520742626,fitted,,,1qb_half_ppr
RB,61,2.989791230780872,fitted,,,1qb_half_ppr
RB,62,2.901981786372556,fitted,,,1qb_half_ppr
RB,63,2.8167512840816413,fitted,,,1qb_half_ppr
RB,64,2.7340239810026827,fitted,,,1qb_half_ppr
RB,65,2.6537263587810282,fitted,,,1qb_half_ppr
RB,66,2.5757870582782956,fitted,,,1qb_half_ppr
RB,67,2.500136816156715,fitted,,,1qb_half_ppr
RB,68,2.426708403325977,fitted,,,1qb_half_ppr
RB,69,2.3554365651978713,fitted,,,1qb_half_ppr
RB,70,2.2862579636956393,fitted,,,1qb_half_ppr
RB,71,2.2191111209664993,fitted,,,1qb_half_ppr
RB,72,2.1539363647473198,fitted,,,1qb_half_ppr
RB,73,2.090675775334884,fitted,,,1qb_half_ppr
RB,74,2.0292731341136325,fitted,,,1qb_half_ppr
RB,75,1.9696738735951311,fitted,,,1qb_half_ppr
RB,76,1.9118250289248655,fitted,,,1qb_half_ppr
RB,77,1.8556751908132723,fitted,,,1qb_half_ppr
RB,78,1.8011744598491735,fitted,,,1qb_half_ppr
RB,79,1.7482744021550125,fitted,,,1qb_half_ppr
RB,80,1.6969280063444871,fitted,,,1qb_half_ppr
RB,81,1.6470896417443264,fitted,,,1qb_half_ppr
RB,82,1.5987150178430818,fitted,,,1qb_half_ppr
RB,83,1.5517611449309028,fitted,,,1qb_half_ppr
RB,84,1.506186295895304,fitted,,,1qb_half_ppr
RB,85,1.4619499691389894,fitted,,,1qb_half_ppr
RB,86,1.4190128525867678,fitted,,,1qb_half_ppr
RB,87,1.3773367887495747,fitted,,,1qb_half_ppr
RB,88,1.3368847408145592,fitted,,,1qb_half_ppr
RB,89,1.297620759731097,fitted,,,1qb_half_ppr
RB,90,1.2595099522634714,fitted,,,1qb_half_ppr
RB,91,1.2225184499818504,fitted,,,1qb_half_ppr
RB,92,1.1866133791639846,fitted,,,1qb_half_ppr
RB,93,1.151762831580884,fitted,,,1qb_half_ppr
RB,94,1.1179358361405194,fitted,,,1qb_half_ppr
RB,95,1.0851023313643327,fitted,,,1qb_half_ppr
RB,96,1.0532331386721108,fitted,,,1qb_half_ppr
RB,97,1.0222999364514762,fitted,,,1qb_half_ppr
RB,98,0.9922752348889475,fitted,,,1qb_half_ppr
RB,99,0.963132351540208,fitted,,,1qb_half_ppr
RB,100,0.9348453876178702,fitted,,,1qb_half_ppr
RB,101,0.9073892049756587,fitted,,,1qb_half_ppr
RB,102,0.880739403768567,fitted,,,1qb_half_ppr
RB,103,0.8548723007691277,fitted,,,1qb_half_ppr
RB,104,0.8297649083205278,fitted,,,1qb_half_ppr
RB,105,0.8053949139078702,fitted,,,1qb_half_ppr
RB,106,0.7817406603294147,fitted,,,1qb_half_ppr
RB,107,0.758781126450192,fitted,,,1qb_half_ppr
RB,108,0.7364959085208767,fitted,,,1qb_half_ppr
RB,109,0.7148652020453194,fitted,,,1qb_half_ppr
RB,110,0.6938697841806265,fitted,,,1qb_half_ppr
RB,111,0.6734909966541456,fitted,,,1qb_half_ppr
RB,112,0.6537107291821731,fitted,,,1qb_half_ppr
RB,113,0.6345114033756519,fitted,,,1qb_half_ppr
RB,114,0.6158759571185549,fitted,,,1qb_half_ppr
RB,115,0.5977878294050706,fitted,,,1qb_half_ppr
RB,116,0.5802309456221171,fitted,,,1qb_half_ppr
RB,117,0.563189703264107,fitted,,,1qb_half_ppr
RB,118,0.5466489580672628,fitted,,,1qb_half_ppr
RB,119,0.5305940105511667,fitted,,,1qb_half_ppr
RB,120,0.515010592955581,fitted,,,1qb_half_ppr
RB,121,0.49988485656093107,fitted,,,1qb_half_ppr
WR,1,14.913977677707209,fitted,,,1qb_half_ppr
WR,2,14.646099039508583,fitted,,,1qb_half_ppr
WR,3,14.383031925529306,fitted,,,1qb_half_ppr
WR,4,14.124689913180895,fitted,,,1qb_half_ppr
WR,5,13.870988132161301,fitted,,,1qb_half_ppr
WR,6,13.621843236573397,fitted,,,1qb_half_ppr
WR,7,13.377173377544251,fitted,,,1qb_half_ppr
WR,8,13.136898176336201,fitted,,,1qb_half_ppr
WR,9,12.9009386979409,fitted,,,1qb_half_ppr
WR,10,12.669217425147652,fitted,,,1qb_half_ppr
WR,11,12.441658233077531,fitted,,,1qb_half_ppr
WR,12,12.218186364174889,fitted,,,1qb_half_ppr
WR,13,11.998728403648064,fitted,,,1qb_half_ppr
WR,14,11.783212255351229,fitted,,,1qb_half_ppr
WR,15,11.571567118099415,fitted,,,1qb_half_ppr
WR,16,11.363723462408961,fitted,,,1qb_half_ppr
WR,17,11.159613007655759,fitted,,,1qb_half_ppr
WR,18,10.959168699643756,fitted,,,1qb_half_ppr
WR,19,10.762324688576353,fitted,,,1qb_half_ppr
WR,20,10.569016307423505,fitted,,,1qb_half_ppr
WR,21,10.379180050677348,fitted,,,1qb_half_ppr
WR,22,10.192753553489426,fitted,,,1qb_half_ppr
WR,23,10.00967557118265,fitted,,,1qb_half_ppr
WR,24,9.829885959131232,fitted,,,1qb_half_ppr
WR,25,9.65332565300204,fitted,,,1qb_half_ppr
WR,26,9.479936649350831,fitted,,,1qb_half_ppr
WR,27,9.309661986566988,fitted,,,1qb_half_ppr
WR,28,9.142445726160563,fitted,,,1qb_half_ppr
WR,29,8.978232934385401,fitted,,,1qb_half_ppr
WR,30,8.816969664192351,fitted,,,1qb_half_ppr
WR,31,8.658602937506627,fitted,,,1qb_half_ppr
WR,32,8.503080727823496,fitted,,,1qb_half_ppr
WR,33,8.350351943116577,fitted,,,1qb_half_ppr
WR,34,8.200366409053123,fitted,,,1qb_half_ppr
WR,35,8.053074852510804,fitted,,,1qb_half_ppr
WR,36,7.908428885390525,fitted,,,1qb_half_ppr
WR,37,7.766380988720026,fitted,,,1qb_half_ppr
WR,38,7.6268844970429726,fitted,,,1qb_half_ppr
WR,39,7.489893583088476,fitted,,,1qb_half_ppr
WR,40,7.355363242715938,fitted,,,1qb_half_ppr
WR,41,7.223249280130345,fitted,,,1qb_half_ppr
WR,42,7.093508293363091,fitted,,,1qb_half_ppr
WR,43,6.966097660013605,fitted,,,1qb_half_ppr
WR,44,6.840975523247073,fitted,,,1qb_half_ppr
WR,45,6.7181007780436675,fitted,,,1qb_half_ppr
WR,46,6.597433057694756,fitted,,,1qb_half_ppr
WR,47,6.478932720541672,fitted,,,1qb_half_ppr
WR,48,6.362560836952662,fitted,,,1qb_half_ppr
WR,49,6.248279176533762,fitted,,,1qb_half_ppr
WR,50,6.136050195569374,fitted,,,1qb_half_ppr
WR,51,6.025837024688443,fitted,,,1qb_half_ppr
WR,52,5.917603456752155,fitted,,,1qb_half_ppr
WR,53,5.811313934959203,fitted,,,1qb_half_ppr
WR,54,5.7069335411646955,fitted,,,1qb_half_ppr
WR,55,5.604427984408874,fitted,,,1qb_half_ppr
WR,56,5.5037635896518795,fitted,,,1qb_half_ppr
WR,57,5.404907286710854,fitted,,,1qb_half_ppr
WR,58,5.3078265993957485,fitted,,,1qb_half_ppr
WR,59,5.212489634840283,fitted,,,1qb_half_ppr
WR,60,5.118865073024516,fitted,,,1qb_half_ppr
WR,61,5.026922156485624,fitted,,,1qb_half_ppr
WR,62,4.936630680213487,fitted,,,1qb_half_ppr
WR,63,4.847960981727762,fitted,,,1qb_half_ppr
WR,64,4.7608839313331845,fitted,,,1qb_half_ppr
WR,65,4.675370922549916,fitted,,,1qb_half_ppr
WR,66,4.591393862715756,fitted,,,1qb_half_ppr
WR,67,4.5089251637571754,fitted,,,1qb_half_ppr
WR,68,4.427937733126096,fitted,,,1qb_half_ppr
WR,69,4.348404964899471,fitted,,,1qb_half_ppr
WR,70,4.270300731038736,fitted,,,1qb_half_ppr
WR,71,4.193599372806241,fitted,,,1qb_half_ppr
WR,72,4.118275692335864,fitted,,,1qb_half_ppr
WR,73,4.044304944355032,fitted,,,1qb_half_ppr
WR,74,3.9716628280554214,fitted,,,1qb_half_ppr
WR,75,3.90032547910968,fitted,,,1qb_half_ppr
WR,76,3.830269461831537,fitted,,,1qb_half_ppr
WR,77,3.761471761476727,fitted,,,1qb_half_ppr
WR,78,3.693909776682213,fitted,,,1qb_half_ppr
WR,79,3.6275613120411987,fitted,,,1qb_half_ppr
WR,80,3.5624045708115175,fitted,,,1qb_half_ppr
WR,81,3.4984181477549785,fitted,,,1qb_half_ppr
WR,82,3.4355810221053416,fitted,,,1qb_half_ppr
WR,83,3.3738725506625897,fitted,,,1qb_half_ppr
WR,84,3.3132724610112443,fitted,,,1qb_half_ppr
WR,85,3.2537608448604853,fitted,,,1qb_half_ppr
WR,86,3.1953181515038973,fitted,,,1qb_half_ppr
WR,87,3.1379251813966893,fitted,,,1qb_half_ppr
WR,88,3.0815630798482743,fitted,,,1qb_half_ppr
WR,89,3.0262133308281443,fitted,,,1qb_half_ppr
WR,90,2.9718577508829958,fitted,,,1qb_half_ppr
WR,91,2.9184784831631205,fitted,,,1qb_half_ppr
WR,92,2.8660579915560875,fitted,,,1qb_half_ppr
WR,93,2.8145790549257916,fitted,,,1qb_half_ppr
WR,94,2.764024761454983,fitted,,,1qb_half_ppr
WR,95,2.7143785030894096,fitted,,,1qb_half_ppr
WR,96,2.6656239700817537,fitted,,,1qb_half_ppr
WR,97,2.6177451456335668,fitted,,,1qb_half_ppr
WR,98,2.570726300633446,fitted,,,1qb_half_ppr
WR,99,2.524551988489715,fitted,,,1qb_half_ppr
WR,100,2.4792070400559294,fitted,,,1qb_half_ppr
WR,101,2.4346765586475163,fitted,,,1qb_half_ppr
WR,102,2.3909459151479293,fitted,,,1qb_half_ppr
WR,103,2.3480007432027037,fitted,,,1qb_half_ppr
WR,104,2.305826934499833,fitted,,,1qb_half_ppr
WR,105,2.26441063413492,fitted,,,1qb_half_ppr
WR,106,2.2237382360595728,fitted,,,1qb_half_ppr
WR,107,2.183796378611558,fitted,,,1qb_half_ppr
WR,108,2.144571940125239,fitted,,,1qb_half_ppr
WR,109,2.1060520346208578,fitted,,,1qb_half_ppr
WR,110,2.0682240075712417,fitted,,,1qb_half_ppr
WR,111,2.03107543174455,fitted,,,1qb_half_ppr
WR,112,1.9945941031216912,fitted,,,1qb_half_ppr
WR,113,1.9587680368870664,fitted,,,1qb_half_ppr
WR,114,1.92358546349133,fitted,,,1qb_half_ppr
WR,115,1.889034824784866,fitted,,,1qb_half_ppr
WR,116,1.8551047702207137,fitted,,,1qb_half_ppr
WR,117,1.8217841531256982,fitted,,,1qb_half_ppr
WR,118,1.7890620270385296,fitted,,,1qb_half_ppr
WR,119,1.7569276421136866,fitted,,,1qb_half_ppr
WR,120,1.7253704415898827,fitted,,,1qb_half_ppr
WR,121,1.6943800583219688,fitted,,,1qb_half_ppr
WR,122,1.6639463113751263,fitted,,,1qb_half_ppr
WR,123,1.6340592026802363,fitted,,,1qb_half_ppr
WR,124,1.6047089137493216,fitted,,,1qb_half_ppr
WR,125,1.5758858024499862,fitted,,,1qb_half_ppr
WR,126,1.547580399837787,fitted,,,1qb_half_ppr
WR,127,1.5197834070455083,fitted,,,1qb_half_ppr
WR,128,1.4924856922283027,fitted,,,1qb_half_ppr
WR,129,1.4656782875637064,fitted,,,1qb_half_ppr
WR,130,1.439352386305537,fitted,,,1qb_half_ppr
WR,131,1.4134993398907092,fitted,,,1qb_half_ppr
WR,132,1.3881106550980151,fitted,,,1qb_half_ppr
WR,133,1.3631779912579398,fitted,,,1qb_half_ppr
WR,134,1.3386931575125907,fitted,,,1qb_half_ppr
WR,135,1.3146481101248422,fitted,,,1qb_half_ppr
WR,136,1.2910349498358171,fitted,,,1qb_half_ppr
WR,137,1.2678459192698266,fitted,,,1qb_half_ppr
WR,138,1.245073400385924,fitted,,,1qb_half_ppr
WR,139,1.2227099119752325,fitted,,,1qb_half_ppr
WR,140,1.2007481072032247,fitted,,,1qb_half_ppr
WR,141,1.1791807711961462,fitted,,,1qb_half_ppr
WR,142,1.1580008186707926,fitted,,,1qb_half_ppr
WR,143,1.137201291606855,fitted,,,1qb_half_ppr
WR,144,1.1167753569610823,fitted,,,1qb_half_ppr
WR,145,1.09671630442249,fitted,,,1qb_half_ppr
WR,146,1.0770175442078982,fitted,,,1qb_half_ppr
WR,147,1.05767260489706,fitted,,,1qb_half_ppr
WR,148,1.038675131306676,fitted,,,1qb_half_ppr
WR,149,1.020018882402595,fitted,,,1qb_half_ppr
WR,150,1.0016977292495146,fitted,,,1qb_half_ppr
WR,151,0.9837056529975096,fitted,,,1qb_half_ppr
WR,152,0.966036742904721,fitted,,,1qb_half_ppr
WR,153,0.9486851943955684,fitted,,,1qb_half_ppr
WR,154,0.9316453071538334,fitted,,,1qb_half_ppr
WR,155,0.9149114832499962,fitted,,,1qb_half_ppr
WR,156,0.8984782253022094,fitted,,,1qb_half_ppr
TE,1,11.180760476750127,fitted,,,1qb_half_ppr
TE,2,10.70420284530143,fitted,,,1qb_half_ppr
TE,3,10.247957533087568,fitted,,,1qb_half_ppr
TE,4,9.811158767984733,fitted,,,1qb_half_ppr
TE,5,9.392977679680355,fitted,,,1qb_half_ppr
TE,6,8.99262072680696,fitted,,,1qb_half_ppr
TE,7,8.60932819111629,fitted,,,1qb_half_ppr
TE,8,8.242372735836254,fitted,,,1qb_half_ppr
TE,9,7.8910580254750515,fitted,,,1qb_half_ppr
TE,10,7.5547174044533865,fitted,,,1qb_half_ppr
TE,11,7.232712632057347,fitted,,,1qb_half_ppr
TE,12,6.924432671311403,fitted,,,1qb_half_ppr
TE,13,6.629292529473277,fitted,,,1qb_half_ppr
TE,14,6.346732147950409,fitted,,,1qb_half_ppr
TE,15,6.076215339531515,fitted,,,1qb_half_ppr
TE,16,5.817228770916545,fitted,,,1qb_half_ppr
TE,17,5.5692809886142625,fitted,,,1qb_half_ppr
TE,18,5.331901486358999,fitted,,,1qb_half_ppr
TE,19,5.104639812276915,fitted,,,1qb_half_ppr
TE,20,4.8870647141075185,fitted,,,1qb_half_ppr
TE,21,4.678763320858413,fitted,,,1qb_half_ppr
TE,22,4.479340359340376,fitted,,,1qb_half_ppr
TE,23,4.288417404096075,fitted,,,1qb_half_ppr
TE,24,4.105632159299075,fitted,,,1qb_half_ppr
TE,25,3.9306377712604648,fitted,,,1qb_half_ppr
TE,26,3.7631021702385254,fitted,,,1qb_half_ppr
TE,27,3.602707440302446,fitted,,,1qb_half_ppr
TE,28,3.449149216054342,fitted,,,1qb_half_ppr
TE,29,3.302136105064797,fitted,,,1qb_half_ppr
TE,30,3.161389134925935,fitted,,,1qb_half_ppr
TE,31,3.026641223872763,fitted,,,1qb_half_ppr
TE,32,2.897636673968208,fitted,,,1qb_half_ppr
TE,33,2.7741306858901456,fitted,,,1qb_half_ppr
TE,34,2.655888894399659,fitted,,,1qb_half_ppr
TE,35,2.5426869236090375,fitted,,,1qb_half_ppr
TE,36,2.43430996120559,fitted,,,1qb_half_ppr
TE,37,2.330552350823322,fitted,,,1qb_half_ppr
TE,38,2.2312172017889527,fitted,,,1qb_half_ppr
TE,39,2.1361160155017385,fitted,,,1qb_half_ppr
TE,40,2.045068327738103,fitted,,,1qb_half_ppr
TE,41,1.9579013662023257,fitted,,,1qb_half_ppr
TE,42,1.8744497226734451,fitted,,,1qb_half_ppr
TE,43,1.7945550391262508,fitted,,,1qb_half_ppr
TE,44,1.718065707230742,fitted,,,1qb_half_ppr
TE,45,1.6448365806598182,fitted,,,1qb_half_ppr
TE,46,1.574728699659289,fitted,,,1qb_half_ppr
TE,47,1.5076090273575313,fitted,,,1qb_half_ppr
TE,48,1.4433501973144238,fitted,,,1qb_half_ppr
TE,49,1.3818302718305084,fitted,,,1qb_half_ppr
TE,50,1.3229325105577379,fitted,,,1qb_half_ppr
TE,51,1.26654514897273,fitted,,,1qb_half_ppr
TE,52,1.2125611862921588,fitted,,,1qb_half_ppr
TE,53,1.1608781824278298,fitted,,,1qb_half_ppr
TE,54,1.1113980635961382,fitted,,,1qb_half_ppr
TE,55,1.0640269362130397,fitted,,,1qb_half_ppr
TE,56,1.018674908721374,fitted,,,1qb_half_ppr
TE,57,0.9752559210124464,fitted,,,1qb_half_ppr
TE,58,0.933687581118173,fitted,,,1qb_half_ppr
TE,59,0.8938910088638968,fitted,,,1qb_half_ppr
TE,60,0.8557906861851942,fitted,,,1qb_half_ppr
TE,61,0.819314313824625,fitted,,,1qb_half_ppr
TE,62,0.7843926741365016,fitted,,,1qb_half_ppr
TE,63,0.7509594997393291,fitted,,,1qb_half_ppr
TE,64,0.7189513477666739,fitted,,,1qb_half_ppr
TE,65,0.6883074794778397,fitted,,,1qb_half_ppr
TE,66,0.658969744999896,fitted,,,1qb_half_ppr
TE,67,0.6308824729823505,fitted,,,1qb_half_ppr
TE,68,0.6039923649550694,fitted,,,1qb_half_ppr
TE,69,0.5782483941889814,fitted,,,1qb_half_ppr
TE,70,0.5536017088676434,fitted,,,1qb_half_ppr
TE,71,0.5300055393859231,fitted,,,1qb_half_ppr
TE,72,0.507415109599893,fitted,,,1qb_half_ppr
TE,73,0.48578755185951883,fitted,,,1qb_half_ppr
TE,74,0.4650818256629118,fitted,,,1qb_half_ppr
TE,75,0.44525863977777985,fitted,,,1qb_half_ppr
TE,76,0.42628037768229815,fitted,,,1qb_half_ppr
TE,77,0.4081110261839124,fitted,,,1qb_half_ppr
TE,78,0.3907161070806248,fitted,,,1qb_half_ppr
TE,79,0.37406261173508104,fitted,,,1qb_half_ppr
TE,80,0.3581189384373055,fitted,,,1qb_half_ppr
QB,1,22.78285714285714,empirical,4.0,3.0,1qb_half_ppr
QB,2,21.439285714285717,empirical,4.0,4.0,1qb_half_ppr
QB,3,20.14857142857143,empirical,4.0,4.0,1qb_half_ppr
QB,4,19.652142857142856,empirical,4.0,4.0,1qb_half_ppr
QB,5,18.357857142857142,empirical,4.0,4.0,1qb_half_ppr
QB,6,18.114285714285714,empirical,4.0,4.0,1qb_half_ppr
QB,7,17.82785714285714,empirical,4.0,4.0,1qb_half_ppr
QB,8,17.237857142857145,empirical,4.0,4.0,1qb_half_ppr
QB,9,16.801428571428573,empirical,4.0,2.0,1qb_half_ppr
QB,10,16.559285714285714,empirical,4.0,4.0,1qb_half_ppr
QB,11,16.139285714285712,empirical,4.0,4.0,1qb_half_ppr
QB,12,15.794285714285714,empirical,4.0,4.0,1qb_half_ppr
QB,13,15.412142857142857,empirical,4.0,4.0,1qb_half_ppr
QB,14,15.28357142857143,empirical,4.0,4.0,1qb_half_ppr
QB,15,14.575,empirical,4.0,3.0,1qb_half_ppr
QB,16,14.278571428571428,empirical,4.0,4.0,1qb_half_ppr
QB,17,14.132857142857143,empirical,4.0,4.0,1qb_half_ppr
QB,18,13.300952380952381,empirical,4.0,3.0,1qb_half_ppr
QB,19,12.797142857142857,empirical,4.0,4.0,1qb_half_ppr
QB,20,12.622333333333334,empirical,4.0,4.0,1qb_half_ppr
QB,21,12.290714285714285,empirical,4.0,4.0,1qb_half_ppr
QB,22,11.84,empirical,4.0,4.0,1qb_half_ppr
QB,23,11.420384615384616,empirical,4.0,4.0,1qb_half_ppr
QB,24,11.015714285714285,empirical,4.0,4.0,1qb_half_ppr
QB,25,10.69257142857143,empirical,4.0,3.0,1qb_half_ppr
QB,26,10.291428571428572,empirical,4.0,4.0,1qb_half_ppr
QB,27,9.604285714285712,empirical,4.0,4.0,1qb_half_ppr
QB,28,9.357142857142858,empirical,4.0,4.0,1qb_half_ppr
QB,29,8.630357142857143,empirical,4.0,3.0,1qb_half_ppr
QB,30,8.564857142857143,empirical,4.0,4.0,1qb_half_ppr
